Padre	Madre	Hijos	Orden de Nacimiento	Género Hijos	Lugar de nacimiento	Significado del Nombre (Padre)	Referencia	Información Adicional	Notas
Coat		Uziel	4	M			1 Crónicas 6		Sentencia 178: Hijos de Coat: Amram, Izhar, Hebrón y Uziel
Amram		Aarón	1	M	Egipto		1 Crónicas 6 [Cruces: Aarón: Éxodo 4 a 40; Levítico 8; Números 20:22-29; Hebreos 5:4]	Sobre el hijo (Aarón): Hermano mayor de Moisés y primer Sumo Sacerdote consagrado de Israel.	Sentencia 179: Hijos de Amram: Aarón, Moisés y Miriam
Amram		Moisés	2	M	Egipto (Gosén)		1 Crónicas 6 [Cruces: Moisés: Libros de Éxodo a Deuteronomio; Hebreos 11:23-29; Mateo 17:3; Juan 1:17]	Sobre el hijo (Moisés): Profeta y libertador de Israel; condujo el Éxodo a través del Mar Rojo y recibió la Ley en el Sinaí.	Sentencia 179: Hijos de Amram: Aarón, Moisés y Miriam
Amram		Miriam	3	M	Egipto		1 Crónicas 6 [Cruces: Miriam: Éxodo 2:4-10, 15:20-21; Números 12; Miqueas 6:4]	Sobre el hijo (Miriam): Hermana mayor de Moisés y Aarón; profetisa que lideró el canto de victoria en el cruce del Mar Rojo.	Sentencia 179: Hijos de Amram: Aarón, Moisés y Miriam
Aarón		Nadab	1	M	Egipto (padre)	Montañés, excelso o ilustre	1 Crónicas 6 [Cruces: Aarón: Éxodo 4 a 40; Levítico 8; Números 20:22-29; Hebreos 5:4]	Sobre el padre (Aarón): Hermano mayor de Moisés y primer Sumo Sacerdote consagrado de Israel.	Sentencia 180: Hijos de Aarón: Nadab, Abiú, Eleazar e Itamar
Aarón		Abiú	2	M	Egipto (padre)	Montañés, excelso o ilustre	1 Crónicas 6 [Cruces: Aarón: Éxodo 4 a 40; Levítico 8; Números 20:22-29; Hebreos 5:4]	Sobre el padre (Aarón): Hermano mayor de Moisés y primer Sumo Sacerdote consagrado de Israel.	Sentencia 180: Hijos de Aarón: Nadab, Abiú, Eleazar e Itamar
Aarón		Eleazar	3	M	Egipto (padre)	Montañés, excelso o ilustre	1 Crónicas 6 [Cruces: Aarón: Éxodo 4 a 40; Levítico 8; Números 20:22-29; Hebreos 5:4]	Sobre el padre (Aarón): Hermano mayor de Moisés y primer Sumo Sacerdote consagrado de Israel.	Sentencia 180: Hijos de Aarón: Nadab, Abiú, Eleazar e Itamar
Aarón		Itamar	4	M	Egipto (padre)	Montañés, excelso o ilustre	1 Crónicas 6 [Cruces: Aarón: Éxodo 4 a 40; Levítico 8; Números 20:22-29; Hebreos 5:4]	Sobre el padre (Aarón): Hermano mayor de Moisés y primer Sumo Sacerdote consagrado de Israel.	Sentencia 180: Hijos de Aarón: Nadab, Abiú, Eleazar e Itamar
Eleazar		Finees		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Finees		Abisúa		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Abisúa		Buqui		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Buqui		Uzi		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Uzi		Zeraías		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Zeraías		Meraiot		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Meraiot		Amarías		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Amarías		Ahitob		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Ahitob		Sadoc		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Sadoc		Ahimaas		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Ahimaas		Azarías		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Azarías		Johanán		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Johanán		Azarías		M			1 Crónicas 6		Sentencia 181: Eleazar engendró a Finees, Finees engendró a Abisúa, Abisúa engendró a Buqui, Buqui engendró a Uzi, 
Azarías		Amarías		M			1 Crónicas 6		Sentencia 182: Azarías engendró a Amarías, Amarías engendró a Ahitob, Ahitob engendró a Sadoc, Sadoc engendró a Sal
Sadoc		Salum		M			1 Crónicas 6		Sentencia 182: Azarías engendró a Amarías, Amarías engendró a Ahitob, Ahitob engendró a Sadoc, Sadoc engendró a Sal
Salum		Hilcías		M			1 Crónicas 6		Sentencia 182: Azarías engendró a Amarías, Amarías engendró a Ahitob, Ahitob engendró a Sadoc, Sadoc engendró a Sal
Hilcías		Azarías		M			1 Crónicas 6		Sentencia 182: Azarías engendró a Amarías, Amarías engendró a Ahitob, Ahitob engendró a Sadoc, Sadoc engendró a Sal
Azarías		Seraías		M			1 Crónicas 6		Sentencia 182: Azarías engendró a Amarías, Amarías engendró a Ahitob, Ahitob engendró a Sadoc, Sadoc engendró a Sal
Seraías		Josadac		M			1 Crónicas 6		Sentencia 182: Azarías engendró a Amarías, Amarías engendró a Ahitob, Ahitob engendró a Sadoc, Sadoc engendró a Sal
Gersón		Libni	1	M			1 Crónicas 6		Sentencia 185: Y estos son los nombres de los hijos de Gersón: Libni y Simei
Gersón		Simei	2	M			1 Crónicas 6		Sentencia 185: Y estos son los nombres de los hijos de Gersón: Libni y Simei
Merari		Mahli	1	M			1 Crónicas 6		Sentencia 187: Hijos de Merari: Mahli y Musi
Merari		Musi	2	M			1 Crónicas 6		Sentencia 187: Hijos de Merari: Mahli y Musi
Leví según sus descendencias		Gersón: Libni su	1	M			1 Crónicas 6		Sentencia 188: Estas son las familias de Leví según sus descendencias: Gersón: Libni su hijo, Jahat su hijo, Zima s
Leví según sus descendencias		Jahat su	2	M			1 Crónicas 6		Sentencia 188: Estas son las familias de Leví según sus descendencias: Gersón: Libni su hijo, Jahat su hijo, Zima s
Leví según sus descendencias		Zima su	3	M			1 Crónicas 6		Sentencia 188: Estas son las familias de Leví según sus descendencias: Gersón: Libni su hijo, Jahat su hijo, Zima s
Leví según sus descendencias		Joa su	4	M			1 Crónicas 6		Sentencia 188: Estas son las familias de Leví según sus descendencias: Gersón: Libni su hijo, Jahat su hijo, Zima s
Leví según sus descendencias		Iddo su	5	M			1 Crónicas 6		Sentencia 188: Estas son las familias de Leví según sus descendencias: Gersón: Libni su hijo, Jahat su hijo, Zima s
Leví según sus descendencias		Zera su	6	M			1 Crónicas 6		Sentencia 188: Estas son las familias de Leví según sus descendencias: Gersón: Libni su hijo, Jahat su hijo, Zima s
Leví según sus descendencias		Jeatrai su	7	M			1 Crónicas 6		Sentencia 188: Estas son las familias de Leví según sus descendencias: Gersón: Libni su hijo, Jahat su hijo, Zima s
Coat		Aminadab su	1	M			1 Crónicas 6		Sentencia 189: Hijos de Coat: Aminadab su hijo, Coré su hijo, Asir su hijo, Elcana su hijo, Ebiasaf su hijo, Asir s
Coat		Coré su	2	M			1 Crónicas 6		Sentencia 189: Hijos de Coat: Aminadab su hijo, Coré su hijo, Asir su hijo, Elcana su hijo, Ebiasaf su hijo, Asir s
Coat		Asir su	3	M			1 Crónicas 6		Sentencia 189: Hijos de Coat: Aminadab su hijo, Coré su hijo, Asir su hijo, Elcana su hijo, Ebiasaf su hijo, Asir s
Coat		Elcana su	4	M			1 Crónicas 6		Sentencia 189: Hijos de Coat: Aminadab su hijo, Coré su hijo, Asir su hijo, Elcana su hijo, Ebiasaf su hijo, Asir s
Coat		Ebiasaf su	5	M			1 Crónicas 6		Sentencia 189: Hijos de Coat: Aminadab su hijo, Coré su hijo, Asir su hijo, Elcana su hijo, Ebiasaf su hijo, Asir s
Coat		Tahat su	7	M			1 Crónicas 6		Sentencia 189: Hijos de Coat: Aminadab su hijo, Coré su hijo, Asir su hijo, Elcana su hijo, Ebiasaf su hijo, Asir s
Coat		Uriel su	8	M			1 Crónicas 6		Sentencia 189: Hijos de Coat: Aminadab su hijo, Coré su hijo, Asir su hijo, Elcana su hijo, Ebiasaf su hijo, Asir s
Coat		Uzías su	9	M			1 Crónicas 6		Sentencia 189: Hijos de Coat: Aminadab su hijo, Coré su hijo, Asir su hijo, Elcana su hijo, Ebiasaf su hijo, Asir s
Coat		Saúl su	10	M			1 Crónicas 6		Sentencia 189: Hijos de Coat: Aminadab su hijo, Coré su hijo, Asir su hijo, Elcana su hijo, Ebiasaf su hijo, Asir s
Elcana		Amasai	1	M			1 Crónicas 6		Sentencia 190: Hijos de Elcana: Amasai y Ahimot, padre de Elcana, padre de Zofai, padre  de Nahat, padre de Eliab, 
Elcana		Ahimot	2	M			1 Crónicas 6		Sentencia 190: Hijos de Elcana: Amasai y Ahimot, padre de Elcana, padre de Zofai, padre  de Nahat, padre de Eliab, 
Samuel		Joel  el	1	M			1 Crónicas 6		Sentencia 191: Hijos de Samuel: Joel  el primogénito, y Abías el segundo
Samuel		Abías el	2	M			1 Crónicas 6		Sentencia 191: Hijos de Samuel: Joel  el primogénito, y Abías el segundo
Merari		Libni su	2	M			1 Crónicas 6		Sentencia 192: Hijos de Merari: Mahli, Libni su hijo, Simei su hijo, Uza su hijo, Simea su hijo, Haguía su hijo, As
Merari		Simei su	3	M			1 Crónicas 6		Sentencia 192: Hijos de Merari: Mahli, Libni su hijo, Simei su hijo, Uza su hijo, Simea su hijo, Haguía su hijo, As
Merari		Uza su	4	M			1 Crónicas 6		Sentencia 192: Hijos de Merari: Mahli, Libni su hijo, Simei su hijo, Uza su hijo, Simea su hijo, Haguía su hijo, As
Merari		Simea su	5	M			1 Crónicas 6		Sentencia 192: Hijos de Merari: Mahli, Libni su hijo, Simei su hijo, Uza su hijo, Simea su hijo, Haguía su hijo, As
Merari		Haguía su	6	M			1 Crónicas 6		Sentencia 192: Hijos de Merari: Mahli, Libni su hijo, Simei su hijo, Uza su hijo, Simea su hijo, Haguía su hijo, As
Merari		Asaías su	7	M			1 Crónicas 6		Sentencia 192: Hijos de Merari: Mahli, Libni su hijo, Simei su hijo, Uza su hijo, Simea su hijo, Haguía su hijo, As
Estos son los que David puso sobre las manos del canto  en la Casa de YHVH desde que el arca había descansado allí		los cuales servían delante de la tienda del tabernáculo de reunión en el canto		M			1 Crónicas 6		Sentencia 193: Estos son los que David puso sobre las manos del canto  en la Casa de YHVH desde que el arca había descansado allí es padre de los cuales servían delante de la tienda del tabernáculo de reunión en el canto
los cuales servían delante de la tienda del tabernáculo de reunión en el canto		hasta que Salomón edificó la Casa de YHVH en Jerusalén; después estuvieron en su oficio según su costumbre		M			1 Crónicas 6		Sentencia 193: los cuales servían delante de la tienda del tabernáculo de reunión en el canto es padre de hasta que Salomón edificó la Casa de YHVH en Jerusalén; después estuvieron en su oficio según su costumbre
Aarón son estos		Eleazar su	1	M			1 Crónicas 6		Sentencia 198: Los hijos de Aarón son estos: Eleazar su hijo, Finees su hijo, Abisúa su hijo, Buqui su hijo, Uzi su
Aarón son estos		Finees su	2	M			1 Crónicas 6		Sentencia 198: Los hijos de Aarón son estos: Eleazar su hijo, Finees su hijo, Abisúa su hijo, Buqui su hijo, Uzi su
Aarón son estos		Abisúa su	3	M			1 Crónicas 6		Sentencia 198: Los hijos de Aarón son estos: Eleazar su hijo, Finees su hijo, Abisúa su hijo, Buqui su hijo, Uzi su
Aarón son estos		Buqui su	4	M			1 Crónicas 6		Sentencia 198: Los hijos de Aarón son estos: Eleazar su hijo, Finees su hijo, Abisúa su hijo, Buqui su hijo, Uzi su
Aarón son estos		Uzi su	5	M			1 Crónicas 6		Sentencia 198: Los hijos de Aarón son estos: Eleazar su hijo, Finees su hijo, Abisúa su hijo, Buqui su hijo, Uzi su
Aarón son estos		Zeraías su	6	M			1 Crónicas 6		Sentencia 198: Los hijos de Aarón son estos: Eleazar su hijo, Finees su hijo, Abisúa su hijo, Buqui su hijo, Uzi su
Aarón son estos		Meraiot su	7	M			1 Crónicas 6		Sentencia 198: Los hijos de Aarón son estos: Eleazar su hijo, Finees su hijo, Abisúa su hijo, Buqui su hijo, Uzi su
Aarón son estos		Amarías su	8	M			1 Crónicas 6		Sentencia 198: Los hijos de Aarón son estos: Eleazar su hijo, Finees su hijo, Abisúa su hijo, Buqui su hijo, Uzi su
Aarón son estos		Ahitob su	9	M			1 Crónicas 6		Sentencia 198: Los hijos de Aarón son estos: Eleazar su hijo, Finees su hijo, Abisúa su hijo, Buqui su hijo, Uzi su
Aarón son estos		Sadoc su	10	M			1 Crónicas 6		Sentencia 198: Los hijos de Aarón son estos: Eleazar su hijo, Finees su hijo, Abisúa su hijo, Buqui su hijo, Uzi su
Aarón son estos		Ahimaas su	11	M			1 Crónicas 6		Sentencia 198: Los hijos de Aarón son estos: Eleazar su hijo, Finees su hijo, Abisúa su hijo, Buqui su hijo, Uzi su
Les dieron pues		Hebrón		M			1 Crónicas 6		Sentencia 200: Linaje de Les dieron pues
Hebrón		en tierra de Judá	1	M			1 Crónicas 6		Sentencia 200: Hijo de Hebrón
Hebrón		sus ejidos alrededor de ella	2	M			1 Crónicas 6		Sentencia 200: Hijo de Hebrón
Pero el territorio de la ciudad		sus aldeas se dieron a Caleb	1	M			1 Crónicas 6		Sentencia 201: Hijo de Pero el territorio de la ciudad
de la tribu de Benjamín: Geba con sus ejidos		Alemet con sus ejidos	1	M			1 Crónicas 6		Sentencia 203: Hijo de de la tribu de Benjamín: Geba con sus ejidos
de la tribu de Benjamín: Geba con sus ejidos		Anatot con sus ejidos	2	M			1 Crónicas 6		Sentencia 203: Hijo de de la tribu de Benjamín: Geba con sus ejidos
la tribu de Isacar: Cedes con sus ejidos		Daberat con sus ejidos		M			1 Crónicas 6		Sentencia 213: Linaje de la tribu de Isacar: Cedes con sus ejidos
Daberat con sus ejidos		Ramot con sus ejidos	1	M			1 Crónicas 6		Sentencia 213: Hijo de Daberat con sus ejidos
Daberat con sus ejidos		Anem con sus ejidos	2	M			1 Crónicas 6		Sentencia 213: Hijo de Daberat con sus ejidos
la tribu de Aser: Masal con sus ejidos		Abdón con sus ejidos		M			1 Crónicas 6		Sentencia 214: Linaje de la tribu de Aser: Masal con sus ejidos
Abdón con sus ejidos		Hucoc con sus ejidos	1	M			1 Crónicas 6		Sentencia 214: Hijo de Abdón con sus ejidos
Abdón con sus ejidos		Rehob con sus ejidos	2	M			1 Crónicas 6		Sentencia 214: Hijo de Abdón con sus ejidos
la tribu de Neftalí: Cedes		en Galilea		M			1 Crónicas 6		Sentencia 215: Linaje de la tribu de Neftalí: Cedes
en Galilea		con sus ejidos		M			1 Crónicas 6		Sentencia 215: Linaje de en Galilea
con sus ejidos		Hamón con sus ejidos	1	M			1 Crónicas 6		Sentencia 215: Hijo de con sus ejidos
con sus ejidos		Quiriataim con sus ejidos	2	M			1 Crónicas 6		Sentencia 215: Hijo de con sus ejidos
Allende el Jordán		frente a Jericó		M			1 Crónicas 6		Sentencia 217: Linaje de Allende el Jordán
frente a Jericó		al oriente del Jordán		M			1 Crónicas 6		Sentencia 217: Linaje de frente a Jericó
al oriente del Jordán		de la tribu de Rubén		M			1 Crónicas 6		Sentencia 217: Linaje de al oriente del Jordán
de la tribu de Rubén		dieron Beser		M			1 Crónicas 6		Sentencia 217: Linaje de de la tribu de Rubén
dieron Beser		en el desierto		M			1 Crónicas 6		Sentencia 217: Linaje de dieron Beser
en el desierto		con sus ejidos		M			1 Crónicas 6		Sentencia 217: Linaje de en el desierto
con sus ejidos		Jaza con sus ejidos		M			1 Crónicas 6		Sentencia 217: Linaje de con sus ejidos
Jaza con sus ejidos		Cademot con sus ejidos	1	M			1 Crónicas 6		Sentencia 217: Hijo de Jaza con sus ejidos
Jaza con sus ejidos		Mefaat con sus ejidos	2	M			1 Crónicas 6		Sentencia 217: Hijo de Jaza con sus ejidos
de la tribu de Gad: Ramot de Galaad con sus ejidos		Mahanaim con sus ejidos		M			1 Crónicas 6		Sentencia 218: Linaje de de la tribu de Gad: Ramot de Galaad con sus ejidos
Mahanaim con sus ejidos		Hesbón con sus ejidos	1	M			1 Crónicas 6		Sentencia 218: Hijo de Mahanaim con sus ejidos
Mahanaim con sus ejidos		Jazer con sus ejidos	2	M			1 Crónicas 6		Sentencia 218: Hijo de Mahanaim con sus ejidos
Isacar		Tola	1	M			1 Crónicas 7		Sentencia 219: Hijos de Isacar: Tola, Fúa, Jasub y Simrón: cuatro
Isacar		Fúa	2	M			1 Crónicas 7		Sentencia 219: Hijos de Isacar: Tola, Fúa, Jasub y Simrón: cuatro
Isacar		Jasub	3	M			1 Crónicas 7		Sentencia 219: Hijos de Isacar: Tola, Fúa, Jasub y Simrón: cuatro
Isacar		Simrón: cuatro	4	M			1 Crónicas 7		Sentencia 219: Hijos de Isacar: Tola, Fúa, Jasub y Simrón: cuatro
Tola		Uzi	1	M			1 Crónicas 7		Sentencia 220: Hijos de Tola: Uzi, Refaías, Jeriel, Jahmai, Jibsam y Semuel, jefes de las familias de sus padres
Tola		Refaías	2	M			1 Crónicas 7		Sentencia 220: Hijos de Tola: Uzi, Refaías, Jeriel, Jahmai, Jibsam y Semuel, jefes de las familias de sus padres
Tola		Jeriel	3	M			1 Crónicas 7		Sentencia 220: Hijos de Tola: Uzi, Refaías, Jeriel, Jahmai, Jibsam y Semuel, jefes de las familias de sus padres
Tola		Jahmai	4	M			1 Crónicas 7		Sentencia 220: Hijos de Tola: Uzi, Refaías, Jeriel, Jahmai, Jibsam y Semuel, jefes de las familias de sus padres
Tola		Jibsam	5	M			1 Crónicas 7		Sentencia 220: Hijos de Tola: Uzi, Refaías, Jeriel, Jahmai, Jibsam y Semuel, jefes de las familias de sus padres
Tola		Semuel	6	M			1 Crónicas 7		Sentencia 220: Hijos de Tola: Uzi, Refaías, Jeriel, Jahmai, Jibsam y Semuel, jefes de las familias de sus padres
Tola		jefes de las familias de sus padres	7	M			1 Crónicas 7		Sentencia 220: Hijos de Tola: Uzi, Refaías, Jeriel, Jahmai, Jibsam y Semuel, jefes de las familias de sus padres
Israhías		Micael	1	M			1 Crónicas 7		Sentencia 222: Hijo de Uzi fue Israhías; y los hijos de Israhías: Micael, Obadías, Joel e Isías; por todos, cinco p
Israhías		Obadías	2	M			1 Crónicas 7		Sentencia 222: Hijo de Uzi fue Israhías; y los hijos de Israhías: Micael, Obadías, Joel e Isías; por todos, cinco p
Israhías		Joel	3	M			1 Crónicas 7		Sentencia 222: Hijo de Uzi fue Israhías; y los hijos de Israhías: Micael, Obadías, Joel e Isías; por todos, cinco p
Israhías		Isías; por todos	4	M			1 Crónicas 7		Sentencia 222: Hijo de Uzi fue Israhías; y los hijos de Israhías: Micael, Obadías, Joel e Isías; por todos, cinco p
Israhías		cinco príncipes	5	M			1 Crónicas 7		Sentencia 222: Hijo de Uzi fue Israhías; y los hijos de Israhías: Micael, Obadías, Joel e Isías; por todos, cinco p
sus hermanos por todas las familias de Isacar		contados todos por sus genealogías		M			1 Crónicas 7		Sentencia 224: Linaje de sus hermanos por todas las familias de Isacar
contados todos por sus genealogías		eran ochenta	1	M			1 Crónicas 7		Sentencia 224: Hijo de contados todos por sus genealogías
contados todos por sus genealogías		siete mil hombres valientes en extremo	2	M			1 Crónicas 7		Sentencia 224: Hijo de contados todos por sus genealogías
Benjamín		Bela	1	M	Canaán (cerca de Belén) (padre)	Hijo de mi mano derecha / Hijo de mi dolor	1 Crónicas 7 [Cruces: Benjamín: Génesis 35:16-18, 49:27; Romanos 11:1; Filipenses 3:5]	Sobre el padre (Benjamín): Hijo menor de Jacob y Raquel, quien falleció en el parto llamándolo Benoni.	Sentencia 225: Hijos de Benjamín: Bela, Bequer y Jediael: tres
Benjamín		Bequer	2	M	Canaán (cerca de Belén) (padre)	Hijo de mi mano derecha / Hijo de mi dolor	1 Crónicas 7 [Cruces: Benjamín: Génesis 35:16-18, 49:27; Romanos 11:1; Filipenses 3:5]	Sobre el padre (Benjamín): Hijo menor de Jacob y Raquel, quien falleció en el parto llamándolo Benoni.	Sentencia 225: Hijos de Benjamín: Bela, Bequer y Jediael: tres
Benjamín		Jediael: tres	3	M	Canaán (cerca de Belén) (padre)	Hijo de mi mano derecha / Hijo de mi dolor	1 Crónicas 7 [Cruces: Benjamín: Génesis 35:16-18, 49:27; Romanos 11:1; Filipenses 3:5]	Sobre el padre (Benjamín): Hijo menor de Jacob y Raquel, quien falleció en el parto llamándolo Benoni.	Sentencia 225: Hijos de Benjamín: Bela, Bequer y Jediael: tres
Bela		Ezbón	1	M			1 Crónicas 7		Sentencia 226: Hijos de Bela: Ezbón, Uzi, Uziel, Jerimot e Iri: cinco jefes de casas paternas, hombres de valor, y 
Bela		Uzi	2	M			1 Crónicas 7		Sentencia 226: Hijos de Bela: Ezbón, Uzi, Uziel, Jerimot e Iri: cinco jefes de casas paternas, hombres de valor, y 
Bela		Uziel	3	M			1 Crónicas 7		Sentencia 226: Hijos de Bela: Ezbón, Uzi, Uziel, Jerimot e Iri: cinco jefes de casas paternas, hombres de valor, y 
Bela		Jerimot	4	M			1 Crónicas 7		Sentencia 226: Hijos de Bela: Ezbón, Uzi, Uziel, Jerimot e Iri: cinco jefes de casas paternas, hombres de valor, y 
Bela		Iri: cinco jefes de casas paternas	5	M			1 Crónicas 7		Sentencia 226: Hijos de Bela: Ezbón, Uzi, Uziel, Jerimot e Iri: cinco jefes de casas paternas, hombres de valor, y 
Bela		hombres de valor	6	M			1 Crónicas 7		Sentencia 226: Hijos de Bela: Ezbón, Uzi, Uziel, Jerimot e Iri: cinco jefes de casas paternas, hombres de valor, y 
Bela		cuya descendencia fueron contados veintidós mil treinta	7	M			1 Crónicas 7		Sentencia 226: Hijos de Bela: Ezbón, Uzi, Uziel, Jerimot e Iri: cinco jefes de casas paternas, hombres de valor, y 
Bela		cuatro	8	M			1 Crónicas 7		Sentencia 226: Hijos de Bela: Ezbón, Uzi, Uziel, Jerimot e Iri: cinco jefes de casas paternas, hombres de valor, y 
Bequer		Zemira	1	M			1 Crónicas 7		Sentencia 227: Hijos de Bequer: Zemira, Joás, Eliezer, Elioenai, Omri, Jerimot, Abías, Anatot y Alamet; todos estos
Bequer		Joás	2	M			1 Crónicas 7		Sentencia 227: Hijos de Bequer: Zemira, Joás, Eliezer, Elioenai, Omri, Jerimot, Abías, Anatot y Alamet; todos estos
Bequer		Eliezer	3	M			1 Crónicas 7		Sentencia 227: Hijos de Bequer: Zemira, Joás, Eliezer, Elioenai, Omri, Jerimot, Abías, Anatot y Alamet; todos estos
Bequer		Elioenai	4	M			1 Crónicas 7		Sentencia 227: Hijos de Bequer: Zemira, Joás, Eliezer, Elioenai, Omri, Jerimot, Abías, Anatot y Alamet; todos estos
Bequer		Omri	5	M			1 Crónicas 7		Sentencia 227: Hijos de Bequer: Zemira, Joás, Eliezer, Elioenai, Omri, Jerimot, Abías, Anatot y Alamet; todos estos
Bequer		Jerimot	6	M			1 Crónicas 7		Sentencia 227: Hijos de Bequer: Zemira, Joás, Eliezer, Elioenai, Omri, Jerimot, Abías, Anatot y Alamet; todos estos
Bequer		Abías	7	M			1 Crónicas 7		Sentencia 227: Hijos de Bequer: Zemira, Joás, Eliezer, Elioenai, Omri, Jerimot, Abías, Anatot y Alamet; todos estos
Bequer		Anatot	8	M			1 Crónicas 7		Sentencia 227: Hijos de Bequer: Zemira, Joás, Eliezer, Elioenai, Omri, Jerimot, Abías, Anatot y Alamet; todos estos
Bequer		Alamet; todos estos fueron	9	M			1 Crónicas 7		Sentencia 227: Hijos de Bequer: Zemira, Joás, Eliezer, Elioenai, Omri, Jerimot, Abías, Anatot y Alamet; todos estos
contados por sus descendencias		por sus linajes	1	M			1 Crónicas 7		Sentencia 228: Hijo de contados por sus descendencias
contados por sus descendencias		los que eran jefes de familias resultaron veinte mil doscientos hombres esforzados	2	M			1 Crónicas 7		Sentencia 228: Hijo de contados por sus descendencias
Bilhán		Jeús	1	M			1 Crónicas 7		Sentencia 229: Hijo de Jediael fue Bilhán; y los hijos de Bilhán: Jeús, Benjamín, Aod, Quenaana, Zetán, Tarsis y Ah
Bilhán		Benjamín	2	M	Canaán (cerca de Belén)		1 Crónicas 7 [Cruces: Benjamín: Génesis 35:16-18, 49:27; Romanos 11:1; Filipenses 3:5]	Sobre el hijo (Benjamín): Hijo menor de Jacob y Raquel, quien falleció en el parto llamándolo Benoni.	Sentencia 229: Hijo de Jediael fue Bilhán; y los hijos de Bilhán: Jeús, Benjamín, Aod, Quenaana, Zetán, Tarsis y Ah
Bilhán		Aod	3	M			1 Crónicas 7		Sentencia 229: Hijo de Jediael fue Bilhán; y los hijos de Bilhán: Jeús, Benjamín, Aod, Quenaana, Zetán, Tarsis y Ah
Bilhán		Quenaana	4	M			1 Crónicas 7		Sentencia 229: Hijo de Jediael fue Bilhán; y los hijos de Bilhán: Jeús, Benjamín, Aod, Quenaana, Zetán, Tarsis y Ah
Bilhán		Zetán	5	M			1 Crónicas 7		Sentencia 229: Hijo de Jediael fue Bilhán; y los hijos de Bilhán: Jeús, Benjamín, Aod, Quenaana, Zetán, Tarsis y Ah
Bilhán		Tarsis	6	M			1 Crónicas 7		Sentencia 229: Hijo de Jediael fue Bilhán; y los hijos de Bilhán: Jeús, Benjamín, Aod, Quenaana, Zetán, Tarsis y Ah
Bilhán		Ahisahar	7	M			1 Crónicas 7		Sentencia 229: Hijo de Jediael fue Bilhán; y los hijos de Bilhán: Jeús, Benjamín, Aod, Quenaana, Zetán, Tarsis y Ah
Neftalí		Jahzeel	1	M			1 Crónicas 7		Sentencia 232: Hijos de Neftalí: Jahzeel, Guni, Jezer y Salum, hijos de Bilha
Neftalí		Guni	2	M			1 Crónicas 7		Sentencia 232: Hijos de Neftalí: Jahzeel, Guni, Jezer y Salum, hijos de Bilha
Neftalí		Jezer	3	M			1 Crónicas 7		Sentencia 232: Hijos de Neftalí: Jahzeel, Guni, Jezer y Salum, hijos de Bilha
Neftalí		Salum	4	M			1 Crónicas 7		Sentencia 232: Hijos de Neftalí: Jahzeel, Guni, Jezer y Salum, hijos de Bilha
Manasés		Asriel	1	M			1 Crónicas 7		Sentencia 233: Hijos de Manasés: Asriel, al cual dio a luz su concubina la siria, la cual también dio a luz a Maqui
Manasés		al cual dio a luz su	2	M			1 Crónicas 7		Sentencia 233: Hijos de Manasés: Asriel, al cual dio a luz su concubina la siria, la cual también dio a luz a Maqui
Manasés		la cual también dio a luz a Maquir	3	M			1 Crónicas 7		Sentencia 233: Hijos de Manasés: Asriel, al cual dio a luz su concubina la siria, la cual también dio a luz a Maqui
Manasés	Hamolequet	Isod	1	M			1 Crónicas 7		Sentencia 239: Y su hermana Hamolequet dio a luz a Isod, Abiezer, Mahala y Semida, hijos del cual fueron Ahián, Siq
Manasés	Hamolequet	Abiezer	2	M			1 Crónicas 7		Sentencia 239: Y su hermana Hamolequet dio a luz a Isod, Abiezer, Mahala y Semida, hijos del cual fueron Ahián, Siq
